Nombre_Arriendo,Precio ($),Gastos_Comunes ($),Comuna,Direccion,Metros (m²),Habitaciones,Baños
"San Miguel, Arriendo Departamento 2D/2B en San Miguel (16817)",550000,110000,San Miguel,Arriendo Departamento 2D/2B en San Miguel (16817),65,2,2
"Estación Central, Arriendo Departamento 2D1B | Estac Central (95431)",270000,50000,Estación Central,Arriendo Departamento 2D1B | Estac Central (95431),35,2,1
"Santiago, Arriendo Depto. 2D1B | Santiago Centro (104379)",450000,50000,Santiago,Arriendo Depto. 2D1B | Santiago Centro (104379),50,2,1
"Estación Central, Arriendo departamento estudio en estacion central $190.000",200000,75000,Estación Central,Arriendo departamento estudio en estacion central $190.000,28,1,1
"Lampa, Boulevard Los Condores 4321 Lampa",450000,50000,Lampa,Boulevard Los Condores 4321 Lampa,60,3,1
"Santiago, 1 dorm 1 baño metro santa ana",300000,55000,Santiago,1 dorm 1 baño metro santa ana,35,1,1
"Santiago, Almirante Latorre 404",350000,60000,Santiago,Almirante Latorre 404,34,1,1
"Santiago, Cómodo y moderno depto. en Santiago (110071)",390000,100000,Santiago,Cómodo y moderno depto. en Santiago (110071),43,2,2
"Ñuñoa, Arriendo Dpto. Ñuñoa, José Pedro Alessandri. (49576)",600000,140000,Ñuñoa,"Arriendo Dpto. Ñuñoa, José Pedro Alessandri. (49576)",51,2,2
"Ñuñoa, Metro ñuble - vicuña mackenna 2004",295000,95000,Ñuñoa,Metro ñuble - vicuña mackenna 2004,31,1,1
"San Miguel, Acogedor arriendo en san miguel  (82860)",350000,50000,San Miguel,Acogedor arriendo en san miguel  (82860),50,2,1
"Santiago, San Francisco",330000,100000,Santiago,San Francisco,36,1,1
"Ñuñoa, Av. Pedro de Valdivia 2602",560000,75000,Ñuñoa,Av. Pedro de Valdivia 2602,37,1,1
"Providencia, Condell 535",540000,100000,Providencia,Condell 535,45,1,1
"Santiago, Metro Matta (88472)",290000,70000,Santiago,Metro Matta (88472),32,1,1
"Santiago, Arriendo Depto. 2D1B | Santiago Centro (102440)",470000,50000,Santiago,Arriendo Depto. 2D1B | Santiago Centro (102440),50,2,1
"La Florida, Llanquihue 6290",350000,65000,La Florida,Llanquihue 6290,37,1,1
"Providencia, El Vergel / Las Lilas, Muy Amplio! (121268)",1200,350000,Providencia,"El Vergel / Las Lilas, Muy Amplio! (121268)",116,3,3
"Santiago, Vicuña mackenna / metro ñuble",350000,98000,Santiago,Vicuña mackenna / metro ñuble,52,2,1
"Maipú, Los gobernadores / maipu",430000,50000,Maipú,Los gobernadores / maipu,64,2,1
"La Florida, Vicuña mackenna / metro mirador",370000,40000,La Florida,Vicuña mackenna / metro mirador,35,1,1
"Santiago, Impecable Santa Rosa (46136)",400000,120000,Santiago,Impecable Santa Rosa (46136),57,2,2
"Santiago, Metro ULA Dos Dormitorios (121312)",190000,80000,Santiago,Metro ULA Dos Dormitorios (121312),48,2,2
"San Miguel, Ventura blanco viel / san ignacio",590000,85000,San Miguel,Ventura blanco viel / san ignacio,62,3,2
"Quinta Normal, Juan Martínez de Rozas 4037",400000,90000,Quinta Normal,Juan Martínez de Rozas 4037,65,2,1
"Providencia, Universidad san sebastian campus los leones",780000,200000,Providencia,Universidad san sebastian campus los leones,70,2,2
"La Florida, Lia aguirre / v. Mackenna",320000,70000,La Florida,Lia aguirre / v. Mackenna,32,1,1
"Providencia, Los leones",1600,140000,Providencia,Los leones,85,3,2
"La Florida, Entre mirador azul y departamental",340000,80000,La Florida,Entre mirador azul y departamental,40,1,1
"San Joaquín, Arriendo en Barrio Tranquilo Dpto 1D + 1B + T (121309)",330000,90000,San Joaquín,Arriendo en Barrio Tranquilo Dpto 1D + 1B + T (121309),31,1,1
"Santiago, Metro moneda",770000,125000,Santiago,Metro moneda,85,3,2
"Santiago, depto estudio Metro Cal y Canto (121264)",300000,35000,Santiago,depto estudio Metro Cal y Canto (121264),25,1,1
"Ñuñoa, Arriendo Depto 2D/2B/Est/Bod en Ñuñoa/Metro (121332)",625000,120000,Ñuñoa,Arriendo Depto 2D/2B/Est/Bod en Ñuñoa/Metro (121332),54,2,2
"Lo Barnechea, Camino Turístico 11808",2000,350000,Lo Barnechea,Camino Turístico 11808,170,4,4
"Las Condes, Los trigales 7435",1116,200000,Las Condes,Los trigales 7435,63,2,2
"Las Condes, Amoblado de 1 dormitorio metro tobalaba y comercio",520000,80000,Las Condes,Amoblado de 1 dormitorio metro tobalaba y comercio,38,1,1
"Santiago, Metro uchile",300000,55000,Santiago,Metro uchile,32,1,1
"Santiago, Ejército libertador 557",420000,80000,Santiago,Ejército libertador 557,60,2,2
"Macul, Exequiel fernández 2324",485000,100000,Macul,Exequiel fernández 2324,50,2,2
"Ñuñoa, Hernan Cortes / Metro Ñuñoa",520000,180000,Ñuñoa,Hernan Cortes / Metro Ñuñoa,40,1,1
"Quinta Normal, Salvador gutierrez / grl. Brayer",340000,80000,Quinta Normal,Salvador gutierrez / grl. Brayer,55,3,1
"Estación Central, Cuadro verde / pajaritos (cond. Arcadia)",430000,80000,Estación Central,Cuadro verde / pajaritos (cond. Arcadia),47,2,1
"San Miguel, Se arrienda depto 83 mt2 3d 2b en san miguel (121101)",670000,150000,San Miguel,Se arrienda depto 83 mt2 3d 2b en san miguel (121101),83,3,2
"La Florida, Metro Mirador",350000,60000,La Florida,Metro Mirador,36,1,1
"La Florida, Metro Mirador",400000,70000,La Florida,Metro Mirador,36,1,1
"Macul, 2d 2b. Cómodo. Vista despejada. Oriente. (121294)",460000,160000,Macul,2d 2b. Cómodo. Vista despejada. Oriente. (121294),55,2,2
"Macul, Avenida Castillo Urizar",580000,20000,Macul,Avenida Castillo Urizar,64,3,1
"La Cisterna, Metro lo ovalle; la cisterna (121222)",360000,100000,La Cisterna,Metro lo ovalle; la cisterna (121222),54,2,2
"Santiago, Granados 535",315000,66000,Santiago,Granados 535,34,1,1
"Estación Central, Nicasio retamales 1-300",295000,100000,Estación Central,Nicasio retamales 1-300,46,2,1
"Santiago, Barrio República 1D1B (113824)",160000,70000,Santiago,Barrio República 1D1B (113824),30,1,1
"Las Condes, Amoblado, moderno departamento, se aceptan mascotas",2390,360000,Las Condes,"Amoblado, moderno departamento, se aceptan mascotas",130,2,3
"Providencia, Carlos Antúnez 2319",490000,60000,Providencia,Carlos Antúnez 2319,40,1,1
"Macul, Cómodo depto 1d1b los olmos/av. Macul",390000,75000,Macul,Cómodo depto 1d1b los olmos/av. Macul,38,1,1
"Cerrillos, Martín de Solier",160000,65000,Cerrillos,Martín de Solier,31,1,1
"Cerrillos, Martín de Solier",160000,65000,Cerrillos,Martín de Solier,31,1,1
"Independencia, Bezanilla",300000,70000,Independencia,Bezanilla,30,1,1
"Santiago, Santa Elena",380000,90000,Santiago,Santa Elena,35,1,1
"Santiago, General Baquedano",370000,100000,Santiago,General Baquedano,40,2,1
"Recoleta, Santos Dumont",380000,60000,Recoleta,Santos Dumont,45,1,1
"Independencia, Avenida Inglaterra",275000,55000,Independencia,Avenida Inglaterra,37,1,1
"Estación Central, Coronel Souper",200000,70000,Estación Central,Coronel Souper,40,2,1
"Estación Central, Pasaje Titán",380000,85000,Estación Central,Pasaje Titán,52,3,1
"La Florida, Vicuña Mackenna",400000,90000,La Florida,Vicuña Mackenna,34,1,1
"Renca, Pasaje Lincoyán",400000,80000,Renca,Pasaje Lincoyán,63,3,1
"San Miguel, Álvarez de Toledo",350000,60000,San Miguel,Álvarez de Toledo,37,1,1
"Santiago, San diego",300000,50000,Santiago,San diego,33,1,1
"Vitacura, Las Catalpas",1500,300000,Vitacura,Las Catalpas,151,3,3
"Santiago, Departamento estudio metro toesca (121153)",240000,48000,Santiago,Departamento estudio metro toesca (121153),40,1,1
"Santiago, Departamento 1 dormitorio y 1 baño, santiago  (121149)",380000,100000,Santiago,"Departamento 1 dormitorio y 1 baño, santiago  (121149)",35,1,1
"Santiago, Arturo Prat",380000,75000,Santiago,Arturo Prat,37,1,1
"Santiago, santo domingo con amunategui",300000,60000,Santiago,santo domingo con amunategui,34,1,1
"Las Condes, Luz / Presidente Riesco",1500,150000,Las Condes,Luz / Presidente Riesco,128,3,2
"Santiago, Carmen",350000,90000,Santiago,Carmen,32,1,1
"Santiago, Avenida España",275000,60000,Santiago,Avenida España,28,1,1
"Santiago, San Pablo esq. Teatinos",320000,50000,Santiago,San Pablo esq. Teatinos,35,1,1
"Santiago, Lord Cochrane",300000,50000,Santiago,Lord Cochrane,42,1,1
"Las Condes, Latadia /Flandes",1400,325000,Las Condes,Latadia /Flandes,150,3,3
"Santiago, Francisco zelada con avenida ecuador",250000,60000,Santiago,Francisco zelada con avenida ecuador,31,1,1
"Providencia, Metro Ines de Suarez",1010,210000,Providencia,Metro Ines de Suarez,70,2,2
"San Miguel, Amplio departamento estudio cercano a metro san miguel",320000,80000,San Miguel,Amplio departamento estudio cercano a metro san miguel,40,1,1
"La Florida, Avenida Vicuña Mackenna Poniente",360000,80000,La Florida,Avenida Vicuña Mackenna Poniente,40,1,1
"Santiago, Curico con lira",390000,70000,Santiago,Curico con lira,60,2,2
"Ñuñoa, Se arrienda departamento//ñuñoa (120968)",480000,60000,Ñuñoa,Se arrienda departamento//ñuñoa (120968),36,1,1
"Santiago, Arturo Prat",450000,80000,Santiago,Arturo Prat,43,2,1
"Santiago, a cuadras del metro Santa Isabel",750000,125000,Santiago,a cuadras del metro Santa Isabel,92,3,2
"Santiago, Metro moneda",390000,100000,Santiago,Metro moneda,47,2,1
"Santiago, Zenteno 1490",305000,60000,Santiago,Zenteno 1490,50,2,1
"Santiago, Oportunidad: Depto céntrico full equipado $52 (121080)",520000,80000,Santiago,Oportunidad: Depto céntrico full equipado $52 (121080),60,2,2
"La Florida, Departamento 2D+2B+1E+Bod. (121175)",600000,85000,La Florida,Departamento 2D+2B+1E+Bod. (121175),60,2,2
"Las Condes, Amoblado, moderno, vista despejada a la cordillera, oriente",2200,310000,Las Condes,"Amoblado, moderno, vista despejada a la cordillera, oriente",173,3,3
"Providencia, Suecia 1524",990000,120000,Providencia,Suecia 1524,100,3,3
"Ñuñoa, Pedro de Valdivia / Guillermo Mann",600000,140000,Ñuñoa,Pedro de Valdivia / Guillermo Mann,58,2,2
"Las Condes, Metro hernando de magallanes",730000,120000,Las Condes,Metro hernando de magallanes,48,1,1
"Talagante, Condominio borde rio",500000,40000,Talagante,Condominio borde rio,60,3,1
"Las Condes, Avda Manquehue Sur / Isabel La Catolica",1800,350000,Las Condes,Avda Manquehue Sur / Isabel La Catolica,140,3,3
"La Florida, Lago Pirihueico 6502 departamento",440000,100000,La Florida,Lago Pirihueico 6502 departamento,55,2,2
"Santiago, Edificio Ilusión",475000,170000,Santiago,Edificio Ilusión,51,2,2
"Recoleta, Maestra Lidia Torres",650000,98000,Recoleta,Maestra Lidia Torres,59,2,2
"Providencia, Amoblado full con estacionamiento - impecable (121120)",750000,220000,Providencia,Amoblado full con estacionamiento - impecable (121120),52,2,1
"San Joaquín, Sta Elena Metro R de Araya (120618)",300000,35000,San Joaquín,Sta Elena Metro R de Araya (120618),30,1,1
"Las Condes, Estoril/avenida las condes",1200,190000,Las Condes,Estoril/avenida las condes,89,2,2
"Estación Central, Santa Petronila",260000,50000,Estación Central,Santa Petronila,35,1,1
"Independencia, Av. Independencia 801",260000,60000,Independencia,Av. Independencia 801,30,1,1
"Estación Central, 4 cuadras metro ecuador",220000,70000,Estación Central,4 cuadras metro ecuador,33,1,1
"Estación Central, 4 cuadras metro ecuador",220000,70000,Estación Central,4 cuadras metro ecuador,33,1,1
"Santiago, Yungay / Cueto",750000,100000,Santiago,Yungay / Cueto,100,4,2
"Santiago, Avenida Beauchef",190000,60000,Santiago,Avenida Beauchef,33,1,1
"La Florida, Avenida Vicuña Mackenna Poniente",330000,50000,La Florida,Avenida Vicuña Mackenna Poniente,26,1,1
"La Florida, Lía Aguirre",287000,70000,La Florida,Lía Aguirre,35,1,1
"Santiago, Av. Almte. Blanco Encalada 2501",300000,68000,Santiago,Av. Almte. Blanco Encalada 2501,47,1,1
"La Florida, Lía Aguirre",350000,60000,La Florida,Lía Aguirre,36,1,1
"Santiago, Zenteno",250000,36000,Santiago,Zenteno,22,1,1
"Quinta Normal, Juan de Barros",335000,60000,Quinta Normal,Juan de Barros,50,3,1
"Santiago, Nataniel Cox / Santiago",370000,140000,Santiago,Nataniel Cox / Santiago,60,2,1
"Independencia, Carrión 1346",430000,110000,Independencia,Carrión 1346,57,2,2
"Santiago, José Miguel Carrera",600000,120000,Santiago,José Miguel Carrera,54,2,2
"Providencia, Providencia 1459 providencia",680000,190000,Providencia,Providencia 1459 providencia,90,4,3
"La Cisterna, Trinidad Ramírez 180",350000,70000,La Cisterna,Trinidad Ramírez 180,50,2,2
"Ñuñoa, Av. Chile españa",550000,95000,Ñuñoa,Av. Chile españa,70,1,1
"Pudahuel, Claudio Arrau 8750 depto 205 condominio Jardines del Valle",550000,130000,Pudahuel,Claudio Arrau 8750 depto 205 condominio Jardines del Valle,72,3,2
"Santiago, Plaza brasil",340000,120000,Santiago,Plaza brasil,42,1,1
"Santiago, Dpto 3d2b+e av. Santa isabel (parque almagro) (120810)",290000,130000,Santiago,Dpto 3d2b+e av. Santa isabel (parque almagro) (120810),73,3,2
"Santiago, Metro santa lucia",350000,80000,Santiago,Metro santa lucia,50,2,1
"Ñuñoa, Amplio departamento en Plaza Ñuñoa (120776)",870000,300000,Ñuñoa,Amplio departamento en Plaza Ñuñoa (120776),90,3,3
"Independencia, Arriendo departamento 2d-1b, independencia",330000,50000,Independencia,"Arriendo departamento 2d-1b, independencia",40,2,1
"San Bernardo, Edificio Vista Chena",420000,135000,San Bernardo,Edificio Vista Chena,40,1,1
"La Florida, Paso el roble",550000,130000,La Florida,Paso el roble,65,3,1
"Santiago, Arriendo Departamento 1 Dormitorio/Metro Moneda/Tarapaca",300000,60000,Santiago,Arriendo Departamento 1 Dormitorio/Metro Moneda/Tarapaca,40,1,1
"San Miguel, Calle lazo 1300-1500 san miguel",400000,70000,San Miguel,Calle lazo 1300-1500 san miguel,38,1,1
"Lo Prado, Departamenteo en alameda 5307 depto. 451, lo prado",410000,75000,Lo Prado,"Departamenteo en alameda 5307 depto. 451, lo prado",50,3,2
"Santiago, Metro Santa Isabel / Vicuña Mackenna / Barrio Italia",520000,140000,Santiago,Metro Santa Isabel / Vicuña Mackenna / Barrio Italia,56,2,2
"Cerrillos, Buzeta 4460",380000,90000,Cerrillos,Buzeta 4460,48,2,2
"Ñuñoa, doctor Johow con Grecia",650000,150000,Ñuñoa,doctor Johow con Grecia,56,2,2
"Santiago, morande (33783)",260000,78000,Santiago,morande (33783),28,1,1
"Maipú, Arriendo impecable dpto 3d 2b aire acond y estacionamiento",515000,75000,Maipú,Arriendo impecable dpto 3d 2b aire acond y estacionamiento,55,3,2
"Santiago, Lord Cochrane con tarapaca",290000,45000,Santiago,Lord Cochrane con tarapaca,29,1,1
"Santiago, Depto. con Gran Terraza+Bodega, Metro Ñuble (120935)",350000,95000,Santiago,"Depto. con Gran Terraza+Bodega, Metro Ñuble (120935)",42,1,1
"Santiago, Metro República - 2 Dormitorios con Bodega En Arriendo",350000,90000,Santiago,Metro República - 2 Dormitorios con Bodega En Arriendo,44,2,1
"Ñuñoa, Rosita Renard esquina Pucará",800000,85000,Ñuñoa,Rosita Renard esquina Pucará,100,3,2
"La Reina, Espectacular depto 1D1B Metro P. Egaña   (120914)",650000,150000,La Reina,Espectacular depto 1D1B Metro P. Egaña   (120914),45,1,1
"San Joaquín, Departamento Nuevo 3D2B San Joaquín  (120927)",500000,120000,San Joaquín,Departamento Nuevo 3D2B San Joaquín  (120927),62,3,2
"Santiago, Arriendo Departamento Amoblado 1 Dormitorio/Metro Moneda/Tarapaca",300000,60000,Santiago,Arriendo Departamento Amoblado 1 Dormitorio/Metro Moneda/Tarapaca,40,1,1
"Santiago, Serrano 266",300000,50000,Santiago,Serrano 266,32,1,1
"Independencia, Carrión 1346",300000,60000,Independencia,Carrión 1346,45,1,1
"La Cisterna, Av. El parrón",240000,35000,La Cisterna,Av. El parrón,25,1,1
"Puente Alto, Arriendo depto 3d-2b con estacionamiento 550.000 el peral con canal de la luz",550000,120000,Puente Alto,Arriendo depto 3d-2b con estacionamiento 550.000 el peral con canal de la luz,72,3,2
"La Florida, Lía Aguirre 384",370000,70000,La Florida,Lía Aguirre 384,32,1,1
"Quinta Normal, Departamento en arriendo qta normal (80032)",340000,50000,Quinta Normal,Departamento en arriendo qta normal (80032),56,3,1
"La Florida, García Hurtado de Mendoza 8293",550000,85000,La Florida,García Hurtado de Mendoza 8293,67,2,2
"Santiago, Santa Isabel 489 Santiago",510000,95000,Santiago,Santa Isabel 489 Santiago,42,2,1
"Estación Central, Piso 3+ bodega, Metro a 2 cuadras (109997)",310000,60000,Estación Central,"Piso 3+ bodega, Metro a 2 cuadras (109997)",40,2,1
"La Florida, Av. Vicuña Mackenna Poniente 6299",550000,120000,La Florida,Av. Vicuña Mackenna Poniente 6299,80,3,2
"Ñuñoa, Exequiel Fernández 1624",650000,130000,Ñuñoa,Exequiel Fernández 1624,56,2,2
"Estación Central, Nuevo Precio 250mil Dpto Estación Central (120622)",260000,60000,Estación Central,Nuevo Precio 250mil Dpto Estación Central (120622),31,1,1
"San Miguel, Departamental 927",370000,50000,San Miguel,Departamental 927,34,1,1
"Cerrillos, Moderno departamento en condominio, cerrillos",500000,65000,Cerrillos,"Moderno departamento en condominio, cerrillos",55,2,2
"San Miguel, Moderno departamento en metro departamental, san miguel",470000,115000,San Miguel,"Moderno departamento en metro departamental, san miguel",67,3,2
"Santiago, Cerca de metro toesca",330000,50000,Santiago,Cerca de metro toesca,32,1,1
"Santiago, Jose Miguel de la Barra",1950,100000,Santiago,Jose Miguel de la Barra,220,5,3
"Santiago, Padre orellana 1308",450000,90000,Santiago,Padre orellana 1308,60,2,2
"La Cisterna, Av.Americo vespucio//paradero 25 gran avenida//intermodal_vm",380000,85000,La Cisterna,Av.Americo vespucio//paradero 25 gran avenida//intermodal_vm,42,2,1
"Santiago, Av. Vicuña Mackenna 327",315000,50000,Santiago,Av. Vicuña Mackenna 327,32,1,1
"San Miguel, Varas Mena 1080",690000,150000,San Miguel,Varas Mena 1080,80,3,2
"San Miguel, Lazo 1368",620000,100000,San Miguel,Lazo 1368,90,3,2
"Estación Central, Metro laguna sur, ruta 68, av. Las torres",490000,60000,Estación Central,"Metro laguna sur, ruta 68, av. Las torres",62,2,2
"Santiago, Huérfanos 1555",420000,90000,Santiago,Huérfanos 1555,55,2,2
"Cerrillos, Parque bicentenario",380000,70000,Cerrillos,Parque bicentenario,46,2,2
"La Florida, Vicuña mackenna 11508",480000,100000,La Florida,Vicuña mackenna 11508,52,2,2
"Santiago, 1mes gratis, sin aval, estudio opcion e,beauchef c rondizzoni",300000,45000,Santiago,"1mes gratis, sin aval, estudio opcion e,beauchef c rondizzoni",32,1,1
"Santiago, Arriendo departamento 2 dormitorios (120535)",400000,100000,Santiago,Arriendo departamento 2 dormitorios (120535),56,2,2
"Estación Central, Av. Alberto hurtado// costado municipalidad",380000,125000,Estación Central,Av. Alberto hurtado// costado municipalidad,60,2,2
"La Florida, Lago pirihueico 6502",340000,65000,La Florida,Lago pirihueico 6502,38,1,1
"Santiago, Amunategui 695",380000,100000,Santiago,Amunategui 695,45,2,2
"Macul, 2D2B deto nuevo comisión y garantía en cuotas (120543)",495000,128000,Macul,2D2B deto nuevo comisión y garantía en cuotas (120543),52,2,2
"Macul, 1D1B NUEVO garantía y comisión en cuotas (120540)",380000,106000,Macul,1D1B NUEVO garantía y comisión en cuotas (120540),35,1,1
"Santiago, Argomedo 321",410000,80000,Santiago,Argomedo 321,53,2,2
"Ñuñoa, Los Alerces / Macul 1 Dormitorio  (58880)",390000,90000,Ñuñoa,Los Alerces / Macul 1 Dormitorio  (58880),30,1,1
"La Cisterna, Arriendo dpto 3Dorm 1 cuadra metro Lo Ovalle (120357)",350000,75000,La Cisterna,Arriendo dpto 3Dorm 1 cuadra metro Lo Ovalle (120357),39,3,1
"La Cisterna, Arriendo dpto 2Dorm 1 cuadra metro Lo Ovalle (120355)",350000,70000,La Cisterna,Arriendo dpto 2Dorm 1 cuadra metro Lo Ovalle (120355),39,2,1
"Santiago, Se arrienda departamento Santiago Centro (120343)",320000,50000,Santiago,Se arrienda departamento Santiago Centro (120343),35,1,1
