Nombre,Precio,Gastos_Comunes,Ubicacion,Metros,Habitaciones,Baños
"Santiago, Maravilloso Dpto 1D+1B+Estc +Bodega  (127004)",$ 460.000,$ 100.000,"Santiago, Maravilloso Dpto 1D+1B+Estc +Bodega  (127004)",42 m²,1,1
"La Florida, Lindo dpto 1Dormitorio y estacionamiento  (126999)",$ 420.000,$ 55.000,"La Florida, Lindo dpto 1Dormitorio y estacionamiento  (126999)",36 m²,1,1
"Las Condes, Alto las condes","UF 48,00",$ 300.000,"Las Condes, Alto las condes",140 m²,4,3
"Santiago, Matucana 1251",$ 280.000,$ 55.000,"Santiago, Matucana 1251",35 m²,1,1
"Santiago, Matucana 1251",$ 280.000,$ 55.000,"Santiago, Matucana 1251",35 m²,1,1
"Estación Central, Dpto 2 ambientes cerca de Metro Ecuador (127085)",$ 220.000,$ 55.000,"Estación Central, Dpto 2 ambientes cerca de Metro Ecuador (127085)",28 m²,1,1
"Estación Central, Arriendo Dpto 1D con Balcón En Las Rejas (127082)",$ 220.000,$ 55.000,"Estación Central, Arriendo Dpto 1D con Balcón En Las Rejas (127082)",28 m²,1,1
"Santiago, Moderno estudio en Santiago Centro (126987)",$ 225.000,$ 80.000,"Santiago, Moderno estudio en Santiago Centro (126987)",22 m²,1,1
"Ñuñoa, Amoblado/ dos dormitorios y dos baños (127025)",$ 420.000,$ 65.000,"Ñuñoa, Amoblado/ dos dormitorios y dos baños (127025)",42 m²,2,2
"Las Condes, Alsacia, Av Presidente Riesco, Metro Alcántara","UF 40,00",$ 200.000,"Las Condes, Alsacia, Av Presidente Riesco, Metro Alcántara",89 m²,2,2
"Ñuñoa, Irarrazaval","UF 10,00",$ 85.000,"Ñuñoa, Irarrazaval",30 m²,1,1
"Vitacura, Nueva Costanera/Vitacura","UF 21,00",$ 150.000,"Vitacura, Nueva Costanera/Vitacura",61 m²,1,1
"San Miguel, Avenida Lazo 1150",$ 600.000,$ 150.000,"San Miguel, Avenida Lazo 1150",0 m²,3,2
"La Reina, Lynch Norte con Av Larraín","UF 13,00",$ 85.000,"La Reina, Lynch Norte con Av Larraín",48 m²,2,1
"Santiago, San Francisco 467",$ 350.000,$ 80.000,"Santiago, San Francisco 467",36 m²,1,1
"La Florida, Walker Martínez 2991",$ 550.000,$ 145.000,"La Florida, Walker Martínez 2991",80 m²,3,2
"Recoleta, Av. Recoleta 1760",$ 495.000,$ 80.000,"Recoleta, Av. Recoleta 1760",60 m²,3,2
"Santiago, Con estacionamiento dpto mariposa (123040)",$ 415.000,$ 106.000,"Santiago, Con estacionamiento dpto mariposa (123040)",53 m²,2,2
"Recoleta, Metro cementerios","UF 8,40",$ 93.000,"Recoleta, Metro cementerios",33 m²,1,1
"Recoleta, Metro cementerios","UF 8,40",$ 93.000,"Recoleta, Metro cementerios",33 m²,1,1
"Lo Barnechea, Estupendo Departamento, El Tranque / Robles (99796)","UF 45,00",$ 350.000,"Lo Barnechea, Estupendo Departamento, El Tranque / Robles (99796)",127 m²,3,3
"Santiago, Catedral 3058",$ 235.000,$ 40.000,"Santiago, Catedral 3058",24 m²,1,1
"Estación Central, Coronel Godoy 128",$ 200.000,$ 28.000,"Estación Central, Coronel Godoy 128",22 m²,1,1
"Las Condes, Luminoso Dpto, 3D, Las Condes (126707)",$ 1.180.000,$ 200.000,"Las Condes, Luminoso Dpto, 3D, Las Condes (126707)",85 m²,3,2
"Vitacura, Dpto amoblado, 1D, Vitacura (126701)","UF 21,00",$ 100.000,"Vitacura, Dpto amoblado, 1D, Vitacura (126701)",40 m²,1,1
"Las Condes, Moderno Dpto , 2D, Las Condes (126572)","UF 27,00",$ 220.000,"Las Condes, Moderno Dpto , 2D, Las Condes (126572)",72 m²,2,2
"Santiago, A pasos de metro Santa Ana y Puente Cal y Canto",$ 420.000,$ 100.000,"Santiago, A pasos de metro Santa Ana y Puente Cal y Canto","61,32 m²",1,1
"Santiago, Avenida Vicuña Mackenna",$ 400.000,$ 80.000,"Santiago, Avenida Vicuña Mackenna",70 m²,1,1
"Ñuñoa, Avenida José Pedro Alessandri",$ 500.000,$ 50.000,"Ñuñoa, Avenida José Pedro Alessandri",38 m²,1,1
"Estación Central, Conde del Maule",$ 330.000,$ 50.000,"Estación Central, Conde del Maule",35 m²,1,1
"Santiago, Arriendo 3d 2 b 1 est. General mackenna (126616)",$ 460.000,$ 70.000,"Santiago, Arriendo 3d 2 b 1 est. General mackenna (126616)",52 m²,3,2
"Santiago, tarapaca 850",$ 280.000,$ 55.000,"Santiago, tarapaca 850",38 m²,1,1
"Santiago, av manuel antonio matta 52",$ 275.000,$ 65.000,"Santiago, av manuel antonio matta 52",31 m²,1,1
"Santiago, av Providencia 1765","UF 20,00",$ 90.000,"Santiago, av Providencia 1765",93 m²,3,2
"Santiago, av Providencia 1765","UF 20,00",$ 90.000,"Santiago, av Providencia 1765",93 m²,3,2
"Santiago, san francisco 256","UF 320.000,00",$ 70.000,"Santiago, san francisco 256",30 m²,1,1
"La Florida, Rojas Magallanes 2085, La Florida, Chile",$ 650.000,$ 120.000,"La Florida, Rojas Magallanes 2085, La Florida, Chile",68 m²,2,2
"Santiago, zenteno 1482",$ 280.000,$ 65.000,"Santiago, zenteno 1482",45 m²,2,1
"Santiago, Depto. amplio dormitorio, Metro U de Chile  (126684)",$ 350.000,$ 65.000,"Santiago, Depto. amplio dormitorio, Metro U de Chile  (126684)",37 m²,1,1
"Macul, Dpto a estrenar en Macul 2d/1b/1e (126579)",$ 450.000,$ 70.000,"Macul, Dpto a estrenar en Macul 2d/1b/1e (126579)",44 m²,2,1
"Estación Central, Se arriendo departamento estacion central (126622)",$ 280.000,$ 70.000,"Estación Central, Se arriendo departamento estacion central (126622)",32 m²,1,1
"Huechuraba, Amoblado Pedro Fontova nuevo (126696)",$ 1.200.000,$ 250.000,"Huechuraba, Amoblado Pedro Fontova nuevo (126696)",100 m²,3,2
"Providencia, Ubicación estratégica (126717)","UF 16,00",$ 80.000,"Providencia, Ubicación estratégica (126717)",60 m²,2,1
"Santiago, catedral 1310",$ 350.000,$ 65.000,"Santiago, catedral 1310",38 m²,1,1
"Santiago, blanco encalada 2007",$ 275.000,$ 55.000,"Santiago, blanco encalada 2007",33 m²,1,1
"Santiago, blanco encalada 2007",$ 275.000,$ 55.000,"Santiago, blanco encalada 2007",33 m²,1,1
"La Florida, av la florida 10397",$ 450.000,$ 100.000,"La Florida, av la florida 10397",53 m²,2,2
"Santiago, catedral 1310",$ 350.000,$ 65.000,"Santiago, catedral 1310",38 m²,1,1
"Santiago, blanco encalada 2007",$ 275.000,$ 55.000,"Santiago, blanco encalada 2007",33 m²,1,1
"La Florida, av la florida 10397",$ 450.000,$ 100.000,"La Florida, av la florida 10397",53 m²,2,2
"Pudahuel, Depto. 2D1B+Estac. en Condominio La Estrella (126615)","UF 2.400,00",$ 40.000,"Pudahuel, Depto. 2D1B+Estac. en Condominio La Estrella (126615)",47 m²,2,1
"Macul, Hermoso departamento en sector residencial (126617)",$ 750.000,$ 150.000,"Macul, Hermoso departamento en sector residencial (126617)",70 m²,3,2
"Las Condes, Seminuevo. Cantagallo (126619)",$ 750.000,$ 110.000,"Las Condes, Seminuevo. Cantagallo (126619)",51 m²,1,1
"Las Condes, Seminuevo, Moderno Edificio (126573)","UF 17,00",$ 145.000,"Las Condes, Seminuevo, Moderno Edificio (126573)",40 m²,1,1
"La Florida, Frente a mall florida center",$ 550.000,$ 100.000,"La Florida, Frente a mall florida center","57,5 m²",3,1
"Macul, Metro Macul",$ 500.000,$ 90.000,"Macul, Metro Macul",55 m²,2,2
"Ñuñoa, Sector campus oriente uc",$ 550.000,$ 120.000,"Ñuñoa, Sector campus oriente uc",42 m²,1,1
"Providencia, Gran vista y terraza, estacionamiento, metro (126593)",$ 650.000,$ 112.000,"Providencia, Gran vista y terraza, estacionamiento, metro (126593)",37 m²,1,1
"Ñuñoa, Zañartu 1313",$ 570.000,$ 120.000,"Ñuñoa, Zañartu 1313","57,58 m²",2,2
"Ñuñoa, Manuel Montt",$ 890.000,$ 130.000,"Ñuñoa, Manuel Montt",65 m²,2,2
"Ñuñoa, Depto 1D 1B Vicuña Mackenna  (126613)",$ 400.000,$ 40.000,"Ñuñoa, Depto 1D 1B Vicuña Mackenna  (126613)",45 m²,1,1
"Ñuñoa, Arriendo depto de 2d en plaza ñuñoa (126649)",$ 650.000,$ 180.000,"Ñuñoa, Arriendo depto de 2d en plaza ñuñoa (126649)",64 m²,2,2
"Santiago, Casi Nuevo 1d 1b Bodega Metro Irarrázaval (126694)",$ 399.000,$ 83.000,"Santiago, Casi Nuevo 1d 1b Bodega Metro Irarrázaval (126694)",32 m²,1,1
"Recoleta, Av peru",$ 370.000,$ 85.000,"Recoleta, Av peru",34 m²,1,1
"La Florida, Se arrienda departamento a pasos del metro (126635)",$ 400.000,$ 80.000,"La Florida, Se arrienda departamento a pasos del metro (126635)",40 m²,1,1
"Las Condes, Alto las condes","UF 22,00",$ 250.000,"Las Condes, Alto las condes",80 m²,2,2
"Las Condes, Asturias 138",USD 920.000,$ 200.000,"Las Condes, Asturias 138",100 m²,3,2
"San Miguel, Metro ciudad del niño- 7ma. Avenida (126665)",$ 580.000,$ 110.000,"San Miguel, Metro ciudad del niño- 7ma. Avenida (126665)",67 m²,3,2
"Ñuñoa, MAP - Se Arrienda bello dpto 1h,1b, estacionamiento en tranquilo y familiar barrio de Ñuñoa.",$ 510.000,$ 80.000,"Ñuñoa, MAP - Se Arrienda bello dpto 1h,1b, estacionamiento en tranquilo y familiar barrio de Ñuñoa.",0 m²,1,1
"Macul, Av Macul y Quilín",$ 470.000,$ 70.000,"Macul, Av Macul y Quilín",41 m²,1,1
"Macul, Av Macul y Quilín",$ 430.000,$ 70.000,"Macul, Av Macul y Quilín",38 m²,1,1
"Santiago, San martín 870",$ 330.000,$ 70.000,"Santiago, San martín 870",47 m²,2,1
"Estación Central, Arriendo depto 2h2b Av Padre Hurtado (126686)",$ 459.000,$ 80.000,"Estación Central, Arriendo depto 2h2b Av Padre Hurtado (126686)",45 m²,2,2
"San Miguel, Arriendo depto 4ta Av. 2h1b (126662)",$ 410.000,$ 85.000,"San Miguel, Arriendo depto 4ta Av. 2h1b (126662)",43 m²,2,1
"Las Condes, Puerto caldera 6769","UF 3,00",$ 1,"Las Condes, Puerto caldera 6769",165 m²,3,3
"Ñuñoa, Departamento Nuevo en Ñuñoa 1D+1E (126653)",$ 635.000,$ 100.000,"Ñuñoa, Departamento Nuevo en Ñuñoa 1D+1E (126653)",36 m²,1,1
"Santiago, A Pasos del Parque un Dormitorio (126645)",$ 200.000,$ 70.000,"Santiago, A Pasos del Parque un Dormitorio (126645)",38 m²,1,1
"Santiago, Depto con Bodega Plaza Yungay (126636)",$ 330.000,$ 70.000,"Santiago, Depto con Bodega Plaza Yungay (126636)",38 m²,1,1
"Puente Alto, Av la florida 10397",$ 400.000,$ 90.000,"Puente Alto, Av la florida 10397",48 m²,2,1
"Santiago, Arriendo 2D + 2 B Cerca Metro U. de Chile (126722)",$ 430.000,$ 110.000,"Santiago, Arriendo 2D + 2 B Cerca Metro U. de Chile (126722)",55 m²,2,2
"Santiago, Cóndor-lord cochrane",$ 250.000,$ 80.000,"Santiago, Cóndor-lord cochrane",30 m²,1,1
"Vitacura, Nueva Costanera / Cocina remodelada","UF 47,00",$ 530.000,"Vitacura, Nueva Costanera / Cocina remodelada",170 m²,3,2
"Providencia, Departamento, Antonio Varas, Francisco Bilbao (126600)","UF 23,22",$ 170.000,"Providencia, Departamento, Antonio Varas, Francisco Bilbao (126600)",83 m²,3,2
"Las Condes, Amplio y Luminoso Depto Las Condes 3D+3B-E+B (126484)",$ 1.400.000,$ 320.000,"Las Condes, Amplio y Luminoso Depto Las Condes 3D+3B-E+B (126484)",110 m²,3,3
"Vitacura, Espectacular Depto 3D2B + Servicio - Vitacura (126727)","UF 42,00",$ 500.000,"Vitacura, Espectacular Depto 3D2B + Servicio - Vitacura (126727)",175 m²,3,2
"Santiago, metro plaza de armas",$ 350.000,$ 90.000,"Santiago, metro plaza de armas",34 m²,1,1
"Las Condes, San Pascual / Metro escuela militar / estadio español",$ 450.000,$ 60.000,"Las Condes, San Pascual / Metro escuela militar / estadio español",0 m²,1,1
"Santiago, San Isidro 337 (126620)",$ 295.000,$ 60.000,"Santiago, San Isidro 337 (126620)",33 m²,1,1
"Las Condes, La Condes/ Apoquindo","UF 20,00",$ 20.000,"Las Condes, La Condes/ Apoquindo",60 m²,2,2
"Quinta Normal, Oportunidad Inmejorable ubicación  (126643)","UF 10,00",$ 100.000,"Quinta Normal, Oportunidad Inmejorable ubicación  (126643)",62 m²,2,2
"Santiago, Barrio República",$ 280.000,$ 100.000,"Santiago, Barrio República",24 m²,1,1
"La Florida, av La Florida con calle San Jorge",$ 350.000,$ 85.000,"La Florida, av La Florida con calle San Jorge",36 m²,1,1
"Providencia, Tu nuevo hogar te espera (126705)",$ 620.000,$ 100.000,"Providencia, Tu nuevo hogar te espera (126705)",60 m²,2,2
"Macul, Av. Quilín",$ 600.000,$ 20.000,"Macul, Av. Quilín",70 m²,3,1
"Santiago, Metro unión latinoamericana","UF 10,07",$ 108.000,"Santiago, Metro unión latinoamericana",51 m²,2,2
"Ñuñoa, Irarrázaval/ Los Talaveras","UF 14,00",$ 140.000,"Ñuñoa, Irarrázaval/ Los Talaveras",40 m²,1,1
"Santiago, Entre calle Agustinas y moneda",$ 460.000,$ 120.000,"Santiago, Entre calle Agustinas y moneda",51 m²,1,1
"Ñuñoa, metro chile españa",$ 1.100.000,$ 140.000,"Ñuñoa, metro chile españa",215 m²,2,2
"Santiago, Metro santa isabel",$ 300.000,$ 66.000,"Santiago, Metro santa isabel",30 m²,1,1
"La Florida, Espacioso departamento  (126487)",$ 490.000,$ 120.000,"La Florida, Espacioso departamento  (126487)",75 m²,2,2
"Macul, Acogedor arriendo en macul  (126508)",$ 450.000,$ 90.000,"Macul, Acogedor arriendo en macul  (126508)",45 m²,2,1
"Santiago, Catedral 3058",$ 280.000,$ 60.000,"Santiago, Catedral 3058",33 m²,1,1
"Estación Central, Coronel Godoy 128",$ 200.000,$ 28.000,"Estación Central, Coronel Godoy 128",22 m²,1,1
"Las Condes, Departamento 2D, Las Condes (126129)","UF 30,00",$ 100.000,"Las Condes, Departamento 2D, Las Condes (126129)",54 m²,2,2
"Las Condes, Duplex Amoblado, Gran Terraza Privada (126125)",$ 1.400.000,$ 120.000,"Las Condes, Duplex Amoblado, Gran Terraza Privada (126125)",40 m²,1,1
"Santiago, Zenteno",$ 530.000,$ 80.000,"Santiago, Zenteno",57 m²,2,2
"Santiago, Mosqueto",$ 275.000,$ 70.000,"Santiago, Mosqueto",25 m²,1,1
"La Cisterna, Locarno",$ 550.000,$ 100.000,"La Cisterna, Locarno",72 m²,3,2
"Estación Central, Avenida María Rozas Velásquez",$ 260.000,$ 30.000,"Estación Central, Avenida María Rozas Velásquez",22 m²,1,1
"Estación Central, Carlos Pezoa Véliz",$ 160.000,$ 60.000,"Estación Central, Carlos Pezoa Véliz",35 m²,1,1
"Estación Central, Carlos Pezoa Véliz",$ 135.000,$ 50.000,"Estación Central, Carlos Pezoa Véliz",26 m²,1,1
"Estación Central, Carlos Pezoa Véliz",$ 210.000,$ 90.000,"Estación Central, Carlos Pezoa Véliz",54 m²,2,2
"Estación Central, Carlos Pezoa Véliz",$ 160.000,$ 50.000,"Estación Central, Carlos Pezoa Véliz",34 m²,1,1
"Estación Central, Carlos Pezoa Véliz",$ 185.000,$ 70.000,"Estación Central, Carlos Pezoa Véliz",43 m²,2,1
"Estación Central, Carlos Pezoa Véliz",$ 160.000,$ 70.000,"Estación Central, Carlos Pezoa Véliz",38 m²,1,1
"Estación Central, Carlos Pezoa Véliz",$ 185.000,$ 70.000,"Estación Central, Carlos Pezoa Véliz",42 m²,2,1
"Santiago, Santa Elvira",$ 350.000,$ 60.000,"Santiago, Santa Elvira",32 m²,1,1
"Santiago, Santa Elvira",$ 400.000,$ 60.000,"Santiago, Santa Elvira",32 m²,1,1
"Santiago, Avenida Presidente Balmaceda",$ 150.000,$ 75.000,"Santiago, Avenida Presidente Balmaceda",36 m²,1,1
"Ñuñoa, Guillermo Mann",$ 410.000,$ 70.000,"Ñuñoa, Guillermo Mann",35 m²,1,1
"Estación Central, Carlos Pezoa Véliz",$ 135.000,$ 50.000,"Estación Central, Carlos Pezoa Véliz",26 m²,1,1
"Estación Central, Carlos Pezoa Véliz",$ 160.000,$ 50.000,"Estación Central, Carlos Pezoa Véliz",34 m²,1,1
"Independencia, Montau",$ 320.000,$ 87.000,"Independencia, Montau",29 m²,1,1
"Quinta Normal, Doctor Lucas Sierra",$ 380.000,$ 45.000,"Quinta Normal, Doctor Lucas Sierra",55 m²,2,1
"Quinta Normal, Doctor Lucas Sierra",$ 400.000,$ 45.000,"Quinta Normal, Doctor Lucas Sierra",55 m²,3,1
"Santiago, Avenida Vicuña Mackenna",$ 550.000,$ 100.000,"Santiago, Avenida Vicuña Mackenna",80 m²,3,2
"Santiago, Argomedo",$ 420.000,$ 95.000,"Santiago, Argomedo",58 m²,2,2
"Estación Central, conde del maule 4175",$ 450.000,$ 100.000,"Estación Central, conde del maule 4175",64 m²,3,2
"San Joaquín, pintor cicarelli 278",$ 460.000,$ 85.000,"San Joaquín, pintor cicarelli 278",44 m²,2,1
"Santiago, tarapaca 850",$ 280.000,$ 55.000,"Santiago, tarapaca 850",38 m²,1,1
"Santiago, av manuel antonio matta 52",$ 275.000,$ 65.000,"Santiago, av manuel antonio matta 52",31 m²,1,1
"Santiago, av Providencia 1765","UF 20,00",$ 90.000,"Santiago, av Providencia 1765",93 m²,3,2
"Santiago, av Providencia 1765","UF 20,00",$ 90.000,"Santiago, av Providencia 1765",93 m²,3,2
"Santiago, san francisco 256","UF 320.000,00",$ 70.000,"Santiago, san francisco 256",30 m²,1,1
"La Florida, Rojas Magallanes 2085, La Florida, Chile",$ 650.000,$ 120.000,"La Florida, Rojas Magallanes 2085, La Florida, Chile",68 m²,2,2
"Santiago, zenteno 1482",$ 280.000,$ 65.000,"Santiago, zenteno 1482",45 m²,2,1
"Ñuñoa, Marchant Pereira",$ 370.000,$ 80.000,"Ñuñoa, Marchant Pereira",24 m²,1,1
"Providencia, 3 dormitorios excelente (125907)",$ 950.000,$ 200.000,"Providencia, 3 dormitorios excelente (125907)",74 m²,3,2
"San Miguel, Avenida lazo 1365",$ 450.000,$ 100.000,"San Miguel, Avenida lazo 1365",61 m²,2,2
"Las Condes, Amoblado (126286)","UF 19,00",$ 100.000,"Las Condes, Amoblado (126286)",46 m²,1,2
"Pudahuel, Se Arrienda Departamento en Pudahuel  (126356)",$ 500.000,$ 40.000,"Pudahuel, Se Arrienda Departamento en Pudahuel  (126356)",50 m²,3,2
"Santiago, 2 amplios dormitorios (126483)",$ 420.000,$ 120.000,"Santiago, 2 amplios dormitorios (126483)",55 m²,2,2
"Santiago, Impecable (126366)",$ 580.000,$ 140.000,"Santiago, Impecable (126366)",64 m²,2,2
"Santiago, Luminoso dpto de 1d/1b (126371)",$ 300.000,$ 70.000,"Santiago, Luminoso dpto de 1d/1b (126371)",32 m²,1,1
"La Cisterna, Luminoso Dpto de 2d/1b/1e/1b (126367)",$ 350.000,$ 80.000,"La Cisterna, Luminoso Dpto de 2d/1b/1e/1b (126367)",35 m²,2,1
"San Joaquín, Luminoso dpto de 1d/1b/1e/1b (126365)",$ 400.000,$ 100.000,"San Joaquín, Luminoso dpto de 1d/1b/1e/1b (126365)",35 m²,1,1
"Ñuñoa, Cómodo Dpto 1D 1B 1E 1B Metro M. Eyzaguirre!  (126476)",$ 580.000,$ 100.000,"Ñuñoa, Cómodo Dpto 1D 1B 1E 1B Metro M. Eyzaguirre!  (126476)",45 m²,1,1
"Estación Central, Conde del Maule",$ 265.000,$ 80.000,"Estación Central, Conde del Maule",35 m²,1,1
"Estación Central, Conde del Maule",$ 265.000,$ 80.000,"Estación Central, Conde del Maule",35 m²,1,1
"Santiago, Arriendo Depto 2D1B Lord Cochrane 184 Stgo (126415)",$ 360.000,$ 65.000,"Santiago, Arriendo Depto 2D1B Lord Cochrane 184 Stgo (126415)",42 m²,2,1
"Santiago, Cueto",$ 550.000,$ 44.000,"Santiago, Cueto",100 m²,3,2
"Santiago, Metro Santa Lucía",$ 380.000,$ 85.000,"Santiago, Metro Santa Lucía",47 m²,2,1
"La Reina, Depto Metro y Mall Plaza Egaña (126292)","UF 18,00",$ 120.000,"La Reina, Depto Metro y Mall Plaza Egaña (126292)",68 m²,2,2
"Ñuñoa, Metro Monseñor Eyzaguirre (125992)",$ 900.000,$ 200.000,"Ñuñoa, Metro Monseñor Eyzaguirre (125992)",82 m²,3,2
"La Florida, calle nueva 141",$ 340.000,$ 80.000,"La Florida, calle nueva 141",34 m²,1,1
"San Miguel, san ignacio 4850",$ 370.000,$ 70.000,"San Miguel, san ignacio 4850",53 m²,2,1
"La Florida, millalongo 76",$ 390.000,$ 55.000,"La Florida, millalongo 76",47 m²,1,1
"Santiago, manuel antonio tocornal 601",$ 270.000,$ 55.000,"Santiago, manuel antonio tocornal 601",30 m²,1,1
"La Florida, calle nueva 141",$ 340.000,$ 80.000,"La Florida, calle nueva 141",34 m²,1,1
"San Miguel, san ignacio 4850",$ 370.000,$ 70.000,"San Miguel, san ignacio 4850",53 m²,2,1
"La Florida, millalongo 76",$ 390.000,$ 55.000,"La Florida, millalongo 76",47 m²,1,1
"Santiago, manuel antonio tocornal 601",$ 270.000,$ 55.000,"Santiago, manuel antonio tocornal 601",30 m²,1,1
"Santiago, huerfanos 1555",$ 440.000,$ 85.000,"Santiago, huerfanos 1555",45 m²,2,2
"Estación Central, coronel souper 4158",$ 450.000,$ 100.000,"Estación Central, coronel souper 4158",55 m²,3,2
"Santiago, huerfanos 1555",$ 440.000,$ 85.000,"Santiago, huerfanos 1555",45 m²,2,2
"Estación Central, coronel souper 4158",$ 450.000,$ 100.000,"Estación Central, coronel souper 4158",55 m²,3,2
"Ñuñoa, Guillermo Mann",$ 430.000,$ 70.000,"Ñuñoa, Guillermo Mann",35 m²,1,1
"Santiago, Compañia de jesus 1656",$ 340.000,$ 75.000,"Santiago, Compañia de jesus 1656",36 m²,1,1
"Santiago, Compañia de jesus 1656",$ 340.000,$ 75.000,"Santiago, Compañia de jesus 1656",36 m²,1,1
"Ñuñoa, Francisco Meneses 1580",$ 650.000,$ 100.000,"Ñuñoa, Francisco Meneses 1580","64,86 m²",2,2
"San Joaquín, Amplio departamento Studio - Sin Comisión! (126378)",$ 300.000,$ 70.000,"San Joaquín, Amplio departamento Studio - Sin Comisión! (126378)",35 m²,1,1
"Ñuñoa, Til Til 1980",$ 380.000,$ 70.000,"Ñuñoa, Til Til 1980",37 m²,1,11
"San Miguel, Décima Avenida 1180",$ 300.000,$ 65.000,"San Miguel, Décima Avenida 1180",36 m²,1,1
"Macul, Hermoso departamento en sector residencial (124510)",$ 750.000,$ 150.000,"Macul, Hermoso departamento en sector residencial (124510)",70 m²,3,2
"Santiago, Propiedad en arriendo (126488)",$ 350.000,$ 60.000,"Santiago, Propiedad en arriendo (126488)",32 m²,1,1
"Santiago, Centrico depto de 1D/1B - Metro Santa Ana  (126442)",$ 320.000,$ 95.000,"Santiago, Centrico depto de 1D/1B - Metro Santa Ana  (126442)",29 m²,1,1
"Macul, Departamento en Los Olmos Macul 2d 2b 1e 1b (126090)",$ 550.000,$ 90.000,"Macul, Departamento en Los Olmos Macul 2d 2b 1e 1b (126090)",47 m²,2,2
"Santiago, Amplio Departamento Frente a Av. Viel (126075)",$ 470.000,$ 70.000,"Santiago, Amplio Departamento Frente a Av. Viel (126075)",55 m²,2,1
"Independencia, Arriendo Metro Hospitales 2d 1b 44m2 (126063)",$ 380.000,$ 75.000,"Independencia, Arriendo Metro Hospitales 2d 1b 44m2 (126063)",44 m²,2,1
"Macul, P6 p7",$ 420.000,$ 65.000,"Macul, P6 p7","38,18 m²",1,1
"Macul, Exequiel fernandez 3490",$ 420.000,$ 65.000,"Macul, Exequiel fernandez 3490","38,18 m²",1,1
"Ñuñoa, San eugenio",$ 480.000,$ 90.000,"Ñuñoa, San eugenio","37,76 m²",1,1
"Macul, Exequiel fernandez 3490 fa 7",$ 420.000,$ 65.000,"Macul, Exequiel fernandez 3490 fa 7","38,18 m²",1,1
"Providencia, Luis Thayer Ojeda 1845",$ 1.000.000,$ 170.000,"Providencia, Luis Thayer Ojeda 1845",95 m²,3,2
"La Florida, Geronimo de Alderete con Vicuña Mackenna",$ 400.000,$ 86.000,"La Florida, Geronimo de Alderete con Vicuña Mackenna",40 m²,1,1
"La Florida, Geronimo de Alderete con Vicuña Mackenna",$ 580.000,$ 129.000,"La Florida, Geronimo de Alderete con Vicuña Mackenna",69 m²,2,2
"Ñuñoa, Irarrazaval con Exequiel Fernandez",$ 690.000,$ 159.000,"Ñuñoa, Irarrazaval con Exequiel Fernandez",48 m²,2,1
"Ñuñoa, Irarrazaval con Exequiel Fernandez",$ 710.000,$ 180.000,"Ñuñoa, Irarrazaval con Exequiel Fernandez",52 m²,2,2
"Providencia, Metro Ines de Suarez",$ 670.000,$ 166.000,"Providencia, Metro Ines de Suarez",59 m²,1,1
